Year,Month,"Facility Reference 
Number",Licence Holder,Site Common Name,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Fish Health Zone,Number of Counts Performed,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class,,
2011,March,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,0.10,0.00,0.00,0.00,Count from a full complement of 3 pens precluded by diminished stock (<4 pens),1,,
2011,March,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,March,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,3.2,0,,,,,Counts precluded by management action,1,,
2011,March,304,Mainstream Canada,Raza Island,50.32159,-125.00882,3.2,2,0.20,0.10,0.00,0.10,,2,,
2011,March,306,Mainstream Canada,Venture Point,50.30241,-125.33778,3.2,0,,,,,Fallow,,,
2011,March,377,Marine Harvest Canada,Bickley Bay,50.45308,-125.39642,3.2,2,0.00,0.00,0.10,0.00,,1,,
2011,March,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,3.2,3,0.60,0.20,0.00,0.00,,1,,
2011,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,3.2,2,0.90,0.20,0.20,0.40,,2,,
2011,March,1164,Marine Harvest Canada,Far Side,50.48576,-125.27429,3.2,2,0.30,0.30,0.20,0.00,,2,,
2011,March,1031,Marine Harvest Canada,Frederick Arm,50.46975,-125.26153,3.2,2,0.20,0.10,0.00,0.00,,2,,
2011,March,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,2,0.50,0.10,2.20,0.80,,2,,
2011,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,3.2,2,0.50,0.20,0.80,0.50,,2,,
2011,March,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,3.2,2,0.30,0.10,0.00,0.00,,2,,
2011,March,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,2,2.50,0.40,2.80,1.50,,1,,
2011,March,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,3.2,3,0.10,0.00,0.60,0.20,,2,,
2011,March,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,2,0.40,0.20,0.20,0.10,,1,,
2011,March,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,3.3,2,0.20,0.10,0.00,0.00,,2,,
2011,March,458,Mainstream Canada,Cypress Harbour,50.83772,-126.66313,3.3,1,0.50,0.20,0.00,0.00,,Brood,,
2011,March,869,Mainstream Canada,Maude Island,50.85271,-126.75743,3.3,2,0.00,0.00,0.00,0.00,,2,,
2011,March,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,March,466,Marine Harvest Canada,Arrow Pass,50.70973,-126.66200,3.3,2,0.30,0.10,0.20,0.30,,1,,
2011,March,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,2,0.00,0.00,0.00,0.00,,1,,
2011,March,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,2,0.10,0.00,0.00,0.00,,2,,
2011,March,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,2,0.00,0.00,0.00,0.10,,Brood,,
2011,March,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,3.3,2,0.40,0.30,0.10,0.00,,2,,
2011,March,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,2,0.10,0.00,0.30,0.10,,2,,
2011,March,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,3.3,2,0.10,0.00,0.60,0.50,,1,,
2011,March,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,2,0.20,0.10,2.00,0.70,,1,,
2011,March,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,3.4,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,March,1335,Mainstream Canada,Wehlis Bay,50.86410,-126.92374,3.4,1,0.10,0.00,0.20,0.10,Management action underway; 2nd count precluded by management action,1,,
2011,March,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,3.4,0,,,,,Recent seawater entry,1,,
2011,March,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,0,,,,,Fallow,,,
2011,March,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,3.4,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,3.4,2,1.10,0.20,0.60,0.50,,1,,
2011,March,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,3.4,0,,,,,Recent seawater entry,1,,
2011,March,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,2,0.00,0.00,0.00,0.10,,2,,
2011,March,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,3.4,2,0.10,0.00,0.00,0.00,,1,,
2011,March,1720,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,3.5,2,0.20,0.10,0.10,0.00,,2,,
2011,March,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,3.5,2,0.10,0.10,0.30,0.30,,1,,
2011,March,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,2,0.40,0.20,0.30,0.00,,2,,
2011,March,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,3.5,2,0.10,0.00,0.20,0.00,,1,,
2011,March,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.36020,3.5,2,0.50,0.20,1.70,0.70,,1,,
2011,March,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,3.5,2,0.10,0.10,0.50,0.00,,2,,
2011,May,1537,Mainstream Canada,Bare Bluff,49.32702,-125.79902,2.3,1,0.20,0.10,0.10,0.00,1st count precluded by recent transfer,1,,
2011,May,227,Mainstream Canada,Bawden,49.30798,-126.00721,2.3,2,0.10,0.00,0.40,0.10,,1,,
2011,May,520,Mainstream Canada,Bedwell,49.26548,-125.81247,2.3,2,0.30,0.10,0.10,0.20,,1,,
2011,May,1148,Mainstream Canada,Binns Island,49.34182,-125.95328,2.3,1,2.00,1.80,1.40,1.70,Management action underway; 2nd count precluded by management action,2,,
2011,May,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,2.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,May,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,2.3,2,0.00,0.00,0.00,0.00,,2,,
2011,May,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,2.3,1,0.90,0.30,0.20,0.10,2nd count precluded by diminished stock (<4 pens).,2,,
2011,May,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,2.3,2,0.00,0.00,1.30,0.00,,2,,
2011,May,543,Mainstream Canada,Mussel Rock,49.25925,-125.86762,2.3,2,0.40,0.00,0.70,0.10,,1,,
2011,May,526,Mainstream Canada,Rant Point,49.2567,-125.84153,2.3,2,1.20,0.70,0.30,0.20,,2,,
2011,May,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,2.3,2,0.20,0.00,0.50,0.00,,1,,
2011,May,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,2.3,2,0.60,0.00,0.10,0.00,,1,,
2011,May,1472,Mainstream Canada,West Side,49.27928,-125.83065,2.3,2,0.60,0.20,0.10,0.10,,1,,
2011,May,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,2,0.60,0.10,0.30,0.00,,1,,
2011,May,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,2,0.10,0.00,0.00,0.00,,1,,
2011,May,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,2.4,2,0.80,0.30,0.00,0.00,,2,,
2011,May,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,2,1.00,0.40,0.00,0.10,,2,,
2011,May,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,2,0.60,0.20,0.00,0.00,,2,,
2011,May,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,1,1.20,0.60,0.20,0.00,2nd count precluded by diminished stock (<4 pens).,2,,
2011,May,1376,Marine Harvest Canada,Cleagh Creek,50.48224,-127.73243,2.4,1,0.00,0.00,0.40,0.00,2nd count not performed,1,,
2011,May,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,0,,,,,Fallow,,,
2011,May,1338,Marine Harvest Canada,Mahatta East,50.4746,-127.78758,2.4,2,1.70,0.70,1.20,0.10,,2,,
2011,May,1238,Marine Harvest Canada,Mahatta West,50.46900,-127.83538,2.4,1,1.30,0.50,0.60,0.00,2nd count precluded by diminished stock (<4 pens).,2,,
2011,May,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,2,0.10,0.00,0.00,0.10,,2,,
2011,May,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,2,0.00,0.00,0.00,0.10,,2,,
2011,May,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,0.10,0.00,0.10,0.00,Count from a full complement of 3 pens precluded by diminished stock (<4 pens),1,,
2011,May,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0,,,,,Fallow,,,
2011,May,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,3.2,2,0.10,0.00,0.30,0.00,,1,,
2011,May,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,3.2,0,,,,,Recent transfer,1,,
2011,May,304,Mainstream Canada,Raza Island,50.32159,-125.00882,3.2,0,,,,,Counts precluded by harvesting,2,,
2011,May,306,Mainstream Canada,Venture Point,50.30241,-125.33778,3.2,2,0.20,0.00,0.60,0.60,,1,,
2011,May,377,Marine Harvest Canada,Bickley Bay,50.45308,-125.39642,3.2,2,0.20,0.00,0.90,0.00,,1,,
2011,May,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,3.2,2,0.50,0.10,3.60,0.70,,1,,
2011,May,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,3.2,2,2.00,0.70,1.20,0.60,,2,,
2011,May,1164,Marine Harvest Canada,Far Side,50.48576,-125.27429,3.2,2,0.70,0.40,1.30,0.10,,2,,
2011,May,1031,Marine Harvest Canada,Frederick Arm,50.46975,-125.26153,3.2,2,0.40,0.10,1.10,0.30,,2,,
2011,May,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,2,0.90,0.30,1.50,1.80,,2,,
2011,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,3.2,2,2.80,1.00,3.80,1.60,,2,,
2011,May,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,3.2,0,,,,,Count precluded by transfer,2,,
2011,May,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,2,0.10,0.10,0.20,0.00,,1,,
2011,May,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,3.2,3,0.80,0.20,3.90,1.00,,2,,
2011,May,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,2,0.10,0.00,0.00,0.00,,1,,
2011,May,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,3.3,2,0.10,0.00,0.80,0.30,,2,,
2011,May,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,3.3,2,0.40,0.20,0.20,0.10,,Brood,,
2011,May,458,Mainstream Canada,Cypress Harbour,50.83772,-126.66313,3.3,0,,,,,Counts precluded by transfer,Brood,,
2011,May,869,Mainstream Canada,Maude Island,50.85271,-126.75743,3.3,2,0.00,0.00,0.10,0.10,,2,,
2011,May,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0,,,,,Fallow,,,
2011,May,466,Marine Harvest Canada,Arrow Pass,50.70973,-126.66200,3.3,1,0.10,0.00,0.50,0.10,2nd count not performed,1,,
2011,May,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,2,0.30,0.00,2.30,0.20,,1,,
2011,May,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,2,0.40,0.10,2.00,0.20,,2,,
2011,May,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,2,0.10,0.00,13.30,0.10,,Brood,,
2011,May,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,2,0.00,0.00,0.20,0.00,,1,,
2011,May,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,3.3,0,,,,,Fallow,,,
2011,May,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,2,0.40,0.00,3.00,0.50,,2,,
2011,May,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,3.3,3,0.20,0.00,0.80,0.00,,1,,
2011,May,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,2,0.70,0.20,8.70,2.30,,2,,
2011,May,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,3.4,0,,,,,Recent seawater entry,1,,
2011,May,1335,Mainstream Canada,Wehlis Bay,50.86410,-126.92374,3.4,1,0.30,0.00,1.00,0.10,2nd count precluded by environmental conditions,1,,
2011,May,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,3.4,2,0.00,0.00,0.00,0.10,,1,,
2011,May,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,3.4,1,0.90,0.60,0.30,0.10,2nd count not performed,1,,
2011,May,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,3.4,2,0.00,0.00,0.40,0.10,,1,,
2011,May,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,2,0.20,0.10,0.50,0.10,,2,,
2011,May,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,3.4,2,0.10,0.00,0.30,0.00,,1,,
2011,May,1720,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,3.5,2,0.40,0.20,0.40,0.10,,2,,
2011,May,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,3.5,2,0.30,0.20,0.20,0.20,,1,,
2011,May,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,0,,,,,Fallow,,,
2011,May,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,3.5,2,0.30,0.10,0.20,0.10,,1,,
2011,May,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.36020,3.5,2,0.30,0.20,0.30,0.20,,1,,
2011,May,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,3.5,2,0.70,0.20,0.60,0.10,,2,,
2011,November,1537,Mainstream Canada,Bare Bluff,49.32702,-125.79902,2.3,2,0.10,0.10,0.10,0.00,,1,,
2011,November,227,Mainstream Canada,Bawden,49.30798,-126.00721,2.3,1,0.50,0.20,0.00,0.00,,1,,
2011,November,520,Mainstream Canada,Bedwell,49.26548,-125.81247,2.3,2,0.30,0.10,0.30,0.00,,1,,
2011,November,1148,Mainstream Canada,Binns Island,49.34182,-125.95328,2.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,November,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,2.3,1,0.30,0.10,0.10,0.40,,1,,
2011,November,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,2.3,0,,,,,Recent seawater entry,1,,
2011,November,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,2.3,1,2.30,1.90,0.30,0.30,,2,,
2011,November,543,Mainstream Canada,Mussel Rock,49.25925,-125.86762,2.3,2,0.30,0.10,0.40,0.10,,2,,
2011,November,526,Mainstream Canada,Rant Point,49.2567,-125.84153,2.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,November,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,2.3,1,0.50,0.40,0.00,0.00,,2,,
2011,November,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,2.3,1,0.60,0.20,0.20,1.40,,1,,
2011,November,1472,Mainstream Canada,West Side,49.27928,-125.83065,2.3,2,0.10,0.00,0.10,0.00,,2,,
2011,November,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,1,1.10,0.50,0.00,0.00,,2,,
2011,November,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,2,1.10,0.50,0.20,0.00,,1,,
2011,November,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,November,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,0,,,,,Fallow,,,
2011,November,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,1,0.50,0.20,0.00,0.00,,1,,
2011,November,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,1,0.50,0.10,4.80,0.20,,2,,
2011,November,1238,Marine Harvest Canada,Mahatta West,50.46900,-127.83538,2.4,0,,,,,Recent seawater entry,1,,
2011,November,1237,Marine Harvest Canada,Monday Rocks,50.48588,-127.87584,2.4,1,0.70,0.40,3.70,0.00,,1,,
2011,November,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,1,0.20,0.00,0.00,0.10,,2,,
2011,November,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,1,0.10,0.00,0.00,0.00,,2,,
2011,November,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,0,,,,,Counts precluded by transfer,1,,
2011,November,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,0.00,0.00,0.00,0.00,,,,
2011,November,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,1,0.40,0.10,0.60,0.00,,1,,
2011,November,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,3.2,1,1.50,0.70,0.40,0.00,,2,,
2011,November,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,3.2,1,0.20,0.10,0.00,0.00,,1,,
2011,November,306,Mainstream Canada,Venture Point,50.30241,-125.33778,3.2,1,0.30,0.10,0.00,0.40,,1,,
2011,November,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,3.2,1,0.10,0.10,0.10,0.00,,2,,
2011,November,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,3.2,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,November,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.21030,3.2,1,6.50,2.90,3.50,4.10,Management action underway; 2nd count precluded by management action,1,,
2011,November,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,1,1.70,0.50,4.30,2.60,,2,,
2011,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,3.2,1,1.60,0.70,4.40,1.90,,2,,
2011,November,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,2,0.20,0.10,0.30,0.30,,2,,
2011,November,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,3.2,1,0.00,0.00,0.00,0.10,,2,,
2011,November,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,1,0.00,0.00,0.10,0.00,,2,,
2011,November,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,November,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,3.3,1,0.30,0.10,0.00,0.00,,Brood,,
2011,November,869,Mainstream Canada,Maude Island,50.85271,-126.75743,3.3,0,,,,,Fallow,,,
2011,November,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,1,0.20,0.00,0.30,0.10,,1,,
2011,November,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,3.3,1,0.40,0.20,0.00,0.00,,2,,
2011,November,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,1,0.10,0.10,0.60,0.10,,2,,
2011,November,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,1,1.60,0.70,0.30,1.10,,2,,
2011,November,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,3.3,1,0.30,0.10,0.10,0.10,,1,,
2011,November,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,1,4.80,1.90,7.00,3.80,Management action underway; 2nd count precluded by management action,2,,
2011,November,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,1,4.60,3.10,2.50,0.20,,Brood,,
2011,November,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,1,0.10,0.00,0.20,0.00,,1,,
2011,November,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,1,4.60,3.40,1.90,0.60,Management action underway,2,,
2011,November,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,2,4.60,3.20,1.10,0.10,Management action planned,2,,
2011,November,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,3.4,2,1.00,0.30,0.70,0.40,,1,,
2011,November,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,3.4,1,2.60,0.90,0.10,0.00,Management action underway,1,,
2011,November,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,0,,,,,Recent seawater entry,1,,
2011,November,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,3.4,1,0.40,0.10,7.50,0.70,,2,,
2011,November,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,3.4,1,3.20,1.20,0.90,0.90,Management action underway; 2nd count precluded by management action,1,,
2011,November,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,2,3.80,2.30,0.30,0.40,Management action underway,2,,
2011,November,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,3.4,1,3.20,1.60,0.40,0.30,Management action planned,1,,
2011,November,1720,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,3.5,1,0.10,0.00,0.10,0.00,,1,,
2011,November,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,3.5,0,,,,,Recent seawater entry,1,,
2011,November,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,1,3.50,2.10,0.00,0.00,Management action underway,2,,
2011,November,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,3.5,2,2.20,1.20,0.10,0.00,,1,,
2011,November,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,3.5,2,14.70,8.10,0.80,0.00,Management action underway,2,,
2011,October,1537,Mainstream Canada,Bare Bluff,49.32702,-125.79902,2.3,2,0.10,0.00,0.00,0.00,,1,,
2011,October,227,Mainstream Canada,Bawden,49.30798,-126.00721,2.3,1,3.40,2.10,0.20,0.10,Management action underway; 2nd count precluded by management action,1,,
2011,October,520,Mainstream Canada,Bedwell,49.26548,-125.81247,2.3,2,0.20,0.10,0.00,0.00,,1,,
2011,October,1148,Mainstream Canada,Binns Island,49.34182,-125.95328,2.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,October,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,2.3,0,,,,,,,,
2011,October,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,2.3,1,3.00,2.00,0.40,0.00,,2,,
2011,October,543,Mainstream Canada,Mussel Rock,49.25925,-125.86762,2.3,2,0.10,0.00,0.10,0.00,,2,,
2011,October,526,Mainstream Canada,Rant Point,49.2567,-125.84153,2.3,1,0.40,0.30,0.10,0.20,,2,,
2011,October,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,2.3,1,4.20,2.20,0.20,0.00,Management action underway; 2nd count precluded by management action,2,,
2011,October,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,2.3,2,0.70,0.40,0.00,0.00,,1,,
2011,October,1472,Mainstream Canada,West Side,49.27928,-125.83065,2.3,2,0.00,0.00,0.00,0.00,,2,,
2011,October,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,1,1.20,0.80,0.10,0.00,,2,,
2011,October,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,1,0.90,0.40,0.00,0.00,,1,,
2011,October,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,2.4,0,,,,,Fallow,,,
2011,October,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,1,0.40,0.10,0.00,0.00,,2,,
2011,October,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,2.4,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2011,October,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,2.4,1,0.80,0.20,0.00,0.00,,1,,
2011,October,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,2,1.00,0.40,0.00,0.00,,1,,
2011,October,1237,Marine Harvest Canada,Monday Rocks,50.48588,-127.87584,2.4,2,1.70,0.70,0.40,0.00,,1,,
2011,October,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,1,0.00,0.00,0.00,0.00,,2,,
2011,October,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,3.1,1,0.10,0.00,0.00,0.00,,2,,
2011,October,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1,0.10,0.10,0.00,0.00,,1,,
2011,October,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,0.20,0.00,0.00,0.00,,,,
2011,October,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,0,,,,,Recent seawater entry,1,,
2011,October,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,3.2,1,0.80,0.40,0.10,0.00,,2,,
2011,October,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,3.2,1,0.40,0.10,0.00,0.00,,1,,
2011,October,306,Mainstream Canada,Venture Point,50.30241,-125.33778,3.2,1,0.70,0.20,0.00,0.00,,1,,
2011,October,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,3.2,2,0.80,0.40,0.00,0.00,,2,,
2011,October,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,3.2,1,0.60,0.10,1.20,0.80,,2,,
2011,October,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.21030,3.2,1,2.50,0.90,2.00,2.00,,1,,
2011,October,1164,Marine Harvest Canada,Far Side,50.48576,-125.27429,3.2,0,,,,,Fallow,,,
2011,October,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,1,0.20,0.10,6.50,1.70,,2,,
2011,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,3.2,1,1.20,0.40,1.90,1.40,,2,,
2011,October,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,1,0.60,0.10,0.60,0.80,,2,,
2011,October,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,3.2,4,1.00,0.40,0.10,0.10,,2,,
2011,October,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,1,0.10,0.10,0.00,0.00,,2,,
2011,October,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,3.3,1,0.50,0.20,0.10,0.00,,2,,
2011,October,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,3.3,0,0.00,0.00,0.00,0.00,,Brood,,
2011,October,869,Mainstream Canada,Maude Island,50.85271,-126.75743,3.3,0,,,,,Counts precluded by transfer,2,,
2011,October,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,3.3,3,2.70,1.20,5.10,3.80,Management action underway,1,,
2011,October,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,1,0.30,0.10,0.20,0.00,,2,,
2011,October,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,1,1.60,0.70,0.10,0.00,,1,,
2011,October,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,3.3,1,0.20,0.10,0.00,0.00,,1,,
