Year,Month,"Facility Reference 
Number",Licence Holder,Site Common Name,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Fish Health Zone,Number of Counts Performed,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class,,
2017,April,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,4,0.61,0.21,2.49,1.59,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,3.2,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,April,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,3.2,4,0.26,0.12,0.26,0.17,,2,,
2017,April,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,3,0.41,0.22,0.41,0.00,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,3,0.24,0.08,0.28,0.35,,1,,
2017,April,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,3.3,0,,,,,Counts precluded by fish health event,1,,
2017,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,1,0.11,0.05,0.10,0.04,2nd count precluded by management action,Brood,,
2017,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,3,0.04,0.01,0.01,0.06,,2,,
2017,April,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,3,0.18,0.11,0.04,0.02,,2,,
2017,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,2,0.31,0.13,0.17,0.04,,2,,
2017,April,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,2,0.38,0.18,0.02,0.00,,2,,
2017,April,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,4,0.19,0.06,0.32,0.12,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,4,0.03,0.01,0.36,0.02,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,April,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,2,0.73,0.40,0.00,0.00,Count from a full complement of 3 pens for 1st and 2nd events precluded by diminished stocks.,2,,
2017,April,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,4,0.23,0.13,0.86,0.31,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,April,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,5,0.23,0.13,0.16,0.11,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",Brood,,
2017,April,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,3,0.13,0.01,0.31,0.62,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,April,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,4,0.11,0.03,0.08,0.02,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,4,0.10,0.06,0.05,0.10,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,3.4,1,0.18,0.10,0.00,0.20,1st count included only two pens; 2nd count precluded by a treatment or health management measure,1,,
2017,April,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,3.4,2,0.28,0.03,0.15,0.03,,1,,
2017,April,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,4,0.59,0.32,0.05,0.02,,2,,
2017,April,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,3.4,4,0.56,0.28,0.02,0.01,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,0,,,,,Recent seawater entry,1,,
2017,April,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,3.4,4,0.23,0.11,0.01,0.01,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,April,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,3.5,4,0.38,0.04,2.41,0.48,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,April,7713,Marine Harvest Canada,Cougar,52.71993,-128.57432,3.5,1,0.02,0.00,0.00,0.05,1st count precluded by recent seawater entry,1,,
2017,April,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,3.5,4,1.90,0.63,1.08,0.27,"Management action planned; Harvesting; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,2,0.50,0.23,1.75,0.32,,1,,
2017,August,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,2.3,0,,,,,Fallow,,,
2017,August,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,2,0.48,0.12,0.12,0.79,,1,,
2017,August,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,2.3,2,2.76,1.93,0.06,0.14,,2,,
2017,August,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2,2.11,0.64,2.87,0.18,,1,,
2017,August,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,2,2.07,1.13,0.45,0.42,,1,,
2017,August,526,Cermaq Canada,Rant Point,49.2567,-125.84153,2.3,1,0.26,0.16,0.37,0.18,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,1,0.70,0.36,0.00,0.38,,1,,
2017,August,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,2,3.34,1.58,3.28,0.87,Management action underway,1,,
2017,August,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,1,0.25,0.07,0.05,0.00,,1,,
2017,August,1789,Grieg Seafood BC,Concepcion ,49.65923,-126.47587,2.4,1,0.72,0.21,0.05,2.51,,1,,
2017,August,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,2.4,0,,,,,Fallow,,,
2017,August,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,1,0.93,0.25,0.00,0.67,,1,,
2017,August,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,2.4,1,0.63,0.43,0.00,0.00,,1,,
2017,August,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,2,0.73,0.28,9.69,2.16,,1,,
2017,August,1338,Marine Harvest Canada,Mahatta East,50.4746,-127.78758,2.4,2,0.94,0.21,4.31,5.12,,1,,
2017,August,1237,Marine Harvest Canada,Monday Rocks,50.48588,-127.87584,2.4,5,0.50,0.12,9.88,3.83,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,1698,Grieg Seafood BC,Ahlstrom ,49.7793,-124.15395,3.1,1,0.10,0.02,0.00,0.00,,1,,
2017,August,1697,Grieg Seafood BC,Culloden ,49.79595,-124.10162,3.1,1,0.08,0.02,0.00,0.00,,1,,
2017,August,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,0,,,,,Fallow,,,
2017,August,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,3.1,0,,,,,Broodstock in spawning year,Brood,,
2017,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,3.2,2,0.42,0.09,9.75,16.90,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,306,Cermaq Canada,Venture Point,50.30241,-125.33778,3.2,2,0.37,0.21,0.06,3.28,,1,,
2017,August,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,1,0.88,0.25,1.66,4.27,,1,,
2017,August,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,3.2,2,1.93,1.18,4.70,1.77,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,3,1.98,1.16,0.58,0.62,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,3.2,1,0.27,0.00,8.47,1.17,,1,,
2017,August,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,3.2,0,,,,,Fallow,,,
2017,August,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,August,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,2,0.16,0.16,0.02,0.01,,2,,
2017,August,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,1,0.04,0.03,0.07,0.01,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",Brood,,
2017,August,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,1,0.23,0.10,0.00,0.00,,2,,
2017,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,August,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,1,0.67,0.50,0.00,0.02,,2,,
2017,August,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,1,0.43,0.23,0.00,0.00,,2,,
2017,August,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,4,0.15,0.09,0.05,0.08,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,4,0.38,0.11,0.14,0.35,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,3.3,4,0.16,0.03,0.02,0.01,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,1,0.35,0.15,0.10,0.13,Count from a full complement of 3 pens precluded by diminished stocks,1,,
2017,August,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,3,0.65,0.29,2.52,1.21,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",Brood,,
2017,August,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,1,0.03,0.02,0.00,0.00,,1,,
2017,August,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,5,1.25,0.52,1.17,0.26,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,5,2.23,1.06,0.79,0.16,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,3.4,5,0.92,0.47,5.32,1.02,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,3.4,4,4.10,1.61,17.73,4.66,"Harvest pending; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,3.4,4,2.25,1.03,8.52,0.92,"Harvesting; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,3.4,3,0.43,0.04,15.09,0.41,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,5,1.93,0.68,1.72,1.13,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,3.4,3,0.73,0.25,1.71,0.18,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,August,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,3.5,3,2.74,0.71,5.40,3.60,"Management action planned; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,7713,Marine Harvest Canada,Cougar,52.71993,-128.57432,3.5,5,2.84,0.73,4.27,1.96,"Management action planned; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,August,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,3.5,4,0.70,0.49,0.00,0.00,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,December,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,2.3,1,0.00,0.00,0.00,0.00,,1,,
2017,December,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,2,2.59,1.36,0.41,0.33,,1,,
2017,December,520,Cermaq Canada,Bedwell,49.26548,-125.81247,2.3,2,0.01,0.00,0.00,0.04,,1,,
2017,December,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,2,2.82,2.01,0.00,0.00,,2,,
2017,December,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2,5.11,2.93,0.02,0.02,Bi-weekly counts,1,,
2017,December,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,2,0.52,0.43,0.00,0.00,,2,,
2017,December,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,2.3,0,,,,,Counts precluded by health management action,1,,
2017,December,526,Cermaq Canada,Rant Point,49.2567,-125.84153,2.3,2,0.05,0.04,0.03,0.01,,1,,
2017,December,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,2,3.86,2.32,0.01,0.09,Bi-weekly counts,2,,
2017,December,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,2.3,2,0.50,0.42,0.00,0.00,,2,,
2017,December,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,1,0.63,0.63,0.00,0.00,,2,,
2017,December,1789,Grieg Seafood BC,Concepcion ,49.65923,-126.47587,2.4,1,2.65,1.52,0.03,0.00,,2,,
2017,December,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,2.4,1,1.50,1.03,0.00,0.00,,2,,
2017,December,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,2.4,1,0.00,0.00,0.00,0.00,,1,,
2017,December,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,1,0.59,0.56,0.01,0.00,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,December,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,2.4,1,0.38,0.33,0.00,0.00,,2,,
2017,December,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,2.4,1,0.00,0.00,0.00,0.00,,1,,
2017,December,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,2,1.21,0.60,0.01,0.01,,2,,
2017,December,1338,Marine Harvest Canada,Mahatta East,50.4746,-127.78758,2.4,4,0.32,0.16,0.02,0.00,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,December,1237,Marine Harvest Canada,Monday Rocks,50.48588,-127.87584,2.4,4,0.51,0.30,0.00,0.01,,2,,
2017,December,1698,Grieg Seafood BC, Ahlstrom ,49.7793,-124.15395,3.1,1,0.79,0.33,0.30,0.12,,1,,
2017,December,1697,Grieg Seafood BC,Culloden ,49.79595,-124.10162,3.1,1,0.58,0.35,0.05,0.00,,1,,
2017,December,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1,0.55,0.32,0.08,0.55,,1,,
2017,December,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,0.88,0.25,0.15,0.58,Count from a full complement of 3 pens precluded by diminished stock (<4 pens),1,,
2017,December,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,3.1,1,1.05,0.68,0.57,0.35,,1,,
2017,December,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,3.1,0,,,,,Broodstock in spawning year,Brood,,
2017,December,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,3.2,2,0.47,0.23,0.01,0.02,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,304,Cermaq Canada,Raza Island,50.32159,-125.00882,3.2,0,,,,,Counts precluded by health management action,1,,
2017,December,306,Cermaq Canada,Venture Point,50.30241,-125.33778,3.2,2,0.49,0.27,0.00,0.01,,1,,
2017,December,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,3.2,1,0.07,0.07,0.02,0.00,,1,,
2017,December,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,3.2,1,0.40,0.27,0.02,0.00,,2,,
2017,December,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,1,12.38,5.03,3.18,6.65,Harvesting; Count from a full complement of 3 pens precluded by diminished stock (<4 pens),2,,
2017,December,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,3.2,3,0.90,0.44,0.00,0.03,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,1136,Marine Harvest Canada,Shaw  Point,50.48527,-125.88981,3.2,1,0.30,0.30,0.00,0.00,Count from a full complement of 3 pens precluded by recent transfer,Brood,,
2017,December,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,1,0.81,0.63,0.20,0.01,,2,,
2017,December,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,1,0.30,0.24,0.11,0.00,,Brood,,
2017,December,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,0,,,,,Fallow,,,
2017,December,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0,,,,,Counts precluded by health management action,1,,
2017,December,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,0,,,,,Fallow,,,
2017,December,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,December,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,2,2.08,1.17,0.34,0.36,,1,,
2017,December,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,3.3,4,0.94,0.39,0.20,0.01,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,3.3,0,,,,,Recent seawater entry,1,,
2017,December,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,4,2.94,1.15,2.34,0.66,"Management action planned; Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,4,0.06,0.00,0.27,0.18,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,1,2.35,0.85,0.00,1.15,Management action underway; Count from a full complement of 3 pens precluded by diminished stock (<4 pens),Brood,,
2017,December,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,4,0.29,0.16,0.79,0.18,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,December,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,2,0.43,0.38,0.04,0.02,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,December,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,3.4,4,0.09,0.03,0.22,0.08,,1,,
2017,December,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,3.4,4,0.39,0.08,0.03,0.00,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,3.4,4,0.96,0.45,0.24,0.52,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,3.4,2,1.78,0.91,0.29,0.26,Management action underway,1,,
2017,December,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,3.5,4,1.72,0.75,0.37,0.32,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",2,,
2017,December,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,3.5,5,1.13,0.53,0.61,0.55,"Survey methodology differs from sampling design outlined in licence conditions, but meets or exceeds the requirement",1,,
2017,December,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,3.5,3,0.00,0.00,0.34,0.03,,1,,
2017,December,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,3.5,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,February,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,2.3,2,1.76,0.67,0.02,0.06,,2,,
2017,February,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,2.3,2,1.58,0.52,0.01,0.03,,2,,
2017,February,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,2.3,3,0.29,0.05,0.35,0.49,,1,,
2017,February,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,2.3,1,1.60,1.07,0.08,0.16,Management action planned,1,,
2017,February,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,2.3,1,0.91,0.09,0.34,0.37,,1,,
2017,February,526,Cermaq Canada,Rant Point,49.2567,-125.84153,2.3,0,,,,,Recent seawater entry,1,,
2017,February,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,2,0.42,0.12,0.11,0.13,,1,,
2017,February,1472,Cermaq Canada,West Side,49.27928,-125.83065,2.3,1,1.86,1.08,0.01,0.01,Management action underway,1,,
2017,February,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,2.4,1,0.13,0.10,0.02,0.02,,1,,
2017,February,1789,Grieg Seafood BC,Concepcion ,49.65923,-126.47587,2.4,1,0.02,0.00,0.00,0.00,,1,,
2017,February,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,2.4,2,48.26,27.28,0.55,0.00,Bi-weekly counts; Harvest pending; Alternative management action planned,2,,
2017,February,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,2.4,1,0.00,0.00,0.00,0.00,,1,,
2017,February,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,2.4,1,0.00,0.00,0.00,0.00,,1,,
2017,February,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,2.4,2,37.42,16.12,0.35,0.00,Bi-weekly counts; Harvest pending; Alternative management action planned,2,,
2017,February,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,2.4,3,0.27,0.08,2.78,1.28,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",1,,
2017,February,1237,Marine Harvest Canada,Monday Rocks,50.48588,-127.87584,2.4,4,0.13,0.04,0.57,0.36,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",1,,
2017,February,1697,Grieg Seafood BC,Culloden ,49.79595,-124.10162,3.1,1,0.27,0.05,0.12,0.00,,1,,
2017,February,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1,2.80,1.40,0.08,0.03,,2,,
2017,February,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,3.1,1,1.63,1.10,0.00,0.00,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",2,,
2017,February,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,3.1,1,10.40,6.25,0.00,0.00,Management action underway,Brood,,
2017,February,304,Cermaq Canada,Raza Island,50.32159,-125.00882,3.2,2,0.33,0.12,0.00,0.01,,2,,
2017,February,306,Cermaq Canada,Venture Point,50.30241,-125.33778,3.2,0,,,,,Fallow,,,
2017,February,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,3.2,2,0.87,0.45,0.01,0.19,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",2,,
2017,February,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,3.2,2,0.41,0.29,0.03,0.01,,2,,
2017,February,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,3.2,4,0.17,0.03,0.06,0.26,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",2,,
2017,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,3.2,3,0.39,0.24,0.12,0.01,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",2,,
2017,February,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,3.2,3,0.60,0.33,0.00,0.02,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",2,,
2017,February,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,3.2,3,0.62,0.26,0.02,0.02,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",2,,
2017,February,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,3.3,1,0.94,0.44,0.24,0.21,,1,,
2017,February,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,3.3,0,,,,,Counts precluded by management action,Brood,,
2017,February,869,Cermaq Canada,Maude Island,50.85271,-126.75743,3.3,1,0.17,0.07,0.00,0.24,,1,,
2017,February,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,1,0.63,0.46,0.00,0.00,,2,,
2017,February,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,3.3,1,1.93,1.08,1.22,0.00,Management action underway,2,,
2017,February,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,3.3,1,1.00,0.23,0.00,0.03,,1,,
2017,February,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,3.3,1,1.38,0.65,3.93,2.03,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",1,,
2017,February,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,3.3,0,,,,,Counts precluded by diminished stock (<4 pens),2,,
2017,February,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,3.3,3,2.57,1.78,0.62,0.03,Harvesting; Count from only one pen due to diminished stocks,2,,
2017,February,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,3.3,2,0.00,0.00,0.52,0.03,,1,,
2017,February,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,3.3,1,1.78,0.98,0.58,0.00,Management action underway,Brood,,
2017,February,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,3.3,0,,,,,Counts precluded by health management action,1,,
2017,February,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,3.3,3,0.53,0.20,0.03,0.01,"Management action underway; Survey methodology differs from sampling design outlined in licence conditions, but meets the requirement",1,,
2017,February,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,3.3,3,0.28,0.14,0.01,0.04,,1,,
2017,February,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,3.4,0,,,,,Recent seawater entry,1,,
